pasillo,items,uniqueItems,satOrders
380,130,66,63
381,149,57,81
382,244,88,101
383,181,76,80
384,432,187,225
385,161,37,88
386,70,17,39
387,34,16,21
388,252,40,53
389,196,83,78
390,283,155,161
391,274,129,133
392,374,172,219
393,334,62,62
394,92,39,44
395,66,29,26
396,69,21,22
397,186,99,98
398,446,220,261
399,195,91,89
400,231,118,136
401,57,24,23
402,231,121,122
403,252,80,75
404,111,79,107
405,362,162,190
406,245,85,96
407,160,72,72
408,277,63,133
409,172,32,92
410,1274,5,8
411,50,19,28
412,52,34,44
