pasillo,items,uniqueItems,satOrders
299,75,35,0
300,120,54,1
301,47,18,1
302,21,8,0
303,70,13,0
304,32,1,0
305,165,29,0
306,13,3,0
307,56,13,0
308,184,51,2
309,199,54,0
310,133,35,0
311,204,65,0
312,78,16,0
313,111,20,1
314,92,33,1
315,69,17,0
316,66,9,0
317,112,43,0
318,132,42,0
319,70,29,0
320,1,1,0
321,59,12,5
322,180,48,0
323,181,62,0
324,172,47,0
325,78,40,1
326,124,35,0
327,251,65,0
328,59,21,0
329,140,21,1
330,66,19,1
331,144,25,0
332,102,38,1
333,184,40,0
334,164,49,0
335,6,2,0
336,60,13,0
337,158,48,0
338,191,51,1
339,200,56,0
340,182,37,0
341,131,60,0
342,128,47,0
343,116,43,0
344,82,25,0
345,161,36,0
346,32,13,1
347,34,8,0
348,19,6,0
349,230,3,0
350,84,33,0
351,154,31,1
352,3,2,0
353,24,8,0
354,194,74,2
355,96,27,0
356,115,42,1
357,117,43,0
358,142,28,3
359,155,23,1
360,63,10,1
361,80,34,0
362,48,10,0
363,172,43,0
364,91,34,0
365,192,38,0
366,40,12,2
367,135,33,1
368,168,49,0
369,126,43,0
370,135,37,1
371,169,31,1
372,114,36,0
373,157,42,0
374,147,55,1
375,92,20,1
376,113,42,0
377,121,35,2
378,124,39,0
379,230,46,0
380,1867,6,1
381,14,3,0
382,12,3,0
