pasillo,items,uniqueItems,satOrders
305,80,22,0
306,184,39,1
307,110,30,0
308,162,38,1
309,40,7,1
310,93,9,1
311,37,12,1
312,93,27,0
313,35,13,0
314,130,26,0
315,33,9,1
316,187,42,0
317,73,29,0
318,53,23,0
319,133,37,0
320,275,57,0
321,58,25,0
322,119,37,0
323,190,37,1
324,92,15,1
325,162,29,1
326,139,46,0
327,58,18,0
328,119,16,0
329,72,12,0
330,82,28,0
331,135,39,1
332,168,40,0
333,122,28,0
334,153,39,0
335,90,23,0
336,184,52,0
337,129,27,0
338,230,48,1
339,23,10,0
340,35,11,0
341,18,6,1
342,233,6,0
343,70,22,1
344,50,14,0
345,1,1,0
346,16,8,1
347,87,25,0
348,125,40,0
349,98,16,1
350,82,34,0
351,167,43,0
352,209,33,1
353,79,16,0
354,16,5,0
355,72,12,0
356,125,30,0
357,93,21,0
358,40,16,0
359,47,10,1
360,67,28,0
361,93,23,0
362,124,25,0
363,164,41,0
364,122,25,0
365,354,70,3
366,135,38,1
367,117,20,0
368,80,10,1
369,114,27,0
370,194,37,1
371,75,27,0
372,70,21,0
373,576,4,0
374,15,9,1
