pasillo,items,uniqueItems,satOrders
209,133,54,58
210,8,4,4
211,6,3,3
212,29,23,27
213,241,92,100
214,141,19,55
215,263,58,110
216,153,36,43
217,289,53,121
218,26,17,34
219,135,66,63
220,335,106,109
221,210,93,120
222,170,67,69
223,204,69,79
224,161,70,86
225,148,59,63
226,97,53,54
227,106,49,49
228,142,73,76
229,187,93,110
230,158,77,74
231,7,2,4
232,161,69,82
233,178,61,72
234,66,27,28
235,5,4,4
236,14,9,10
237,36,21,31
238,165,40,72
239,96,34,52
240,188,37,61
241,94,19,55
242,297,61,106
243,63,20,37
244,241,86,94
245,237,94,125
246,286,90,104
247,195,73,75
248,217,98,112
249,155,68,80
250,150,69,74
251,54,35,34
252,128,75,79
253,375,107,144
254,220,77,83
255,99,52,51
256,139,59,69
257,120,56,64
258,54,30,27
259,5,4,4
260,50,12,16
261,51,28,43
262,132,37,65
263,97,22,51
264,178,36,49
265,247,53,90
266,349,57,123
267,22,16,31
268,195,78,84
269,209,103,111
270,168,83,111
271,186,93,103
272,149,51,63
273,284,88,102
274,148,76,94
275,73,32,30
276,189,93,119
277,159,87,104
278,161,80,94
279,96,49,49
280,153,59,65
281,116,46,58
282,72,27,25
283,4,1,2
284,27,7,12
285,39,19,36
286,208,44,93
287,239,47,92
288,186,39,83
289,104,17,49
290,362,60,103
291,38,13,32
292,210,92,101
293,175,83,102
294,243,85,95
295,163,77,74
296,203,100,104
297,165,61,61
298,90,35,36
299,45,23,21
300,107,55,60
301,254,96,104
302,135,70,74
303,213,84,109
304,174,69,87
305,94,42,37
306,175,59,69
307,10,3,3
308,29,13,16
309,37,22,34
310,227,62,111
311,316,53,110
312,171,61,81
313,79,14,38
314,477,68,161
315,41,15,37
316,300,104,140
317,171,78,81
318,99,48,46
319,200,85,93
320,156,55,60
321,225,99,105
322,68,31,28
323,47,7,7
324,230,87,113
325,225,84,100
326,267,96,99
327,99,54,54
328,115,53,70
329,132,62,79
330,97,39,38
331,8,4,4
332,44,10,22
333,54,25,54
334,117,50,47
335,166,66,67
336,236,60,109
337,130,18,23
338,438,73,134
339,815,24,49
340,159,54,56
341,249,96,129
342,258,94,119
343,236,109,120
344,58,16,13
345,168,93,107
346,41,25,22
347,98,39,39
348,180,98,105
349,158,88,107
350,196,82,91
351,136,63,64
352,4,1,1
353,87,44,49
354,107,42,51
355,43,24,24
356,9,3,16
357,27,9,10
358,57,27,37
359,210,97,110
360,135,54,56
361,118,42,45
362,126,27,59
363,320,53,89
364,32,18,39
365,201,97,131
366,204,87,96
367,157,90,94
368,296,67,72
369,204,81,92
370,44,22,20
371,13,8,8
372,44,14,13
373,216,86,103
374,92,56,52
375,208,100,136
376,162,82,87
377,89,47,54
378,189,65,71
379,51,29,27
380,86,32,44
381,100,52,53
382,197,52,62
383,252,105,119
384,121,29,52
385,15,5,10
386,27,10,10
387,199,22,50
388,127,76,80
389,303,120,140
390,176,81,88
391,188,93,109
392,42,17,16
393,202,51,58
394,40,21,19
395,13,10,9
396,209,96,112
397,233,125,128
398,129,69,79
399,94,60,62
400,69,36,35
401,177,56,79
402,161,58,62
403,62,37,54
404,238,99,103
405,165,60,65
406,171,40,71
407,75,34,34
408,255,25,54
409,1269,5,9
410,1,1,1
411,25,11,16
412,32,22,37
