aisle,items,uniqueItems,satOrders,contained,isUsed
179,1252,6,3,0,False
180,6,2,0,1,False
181,317,9,1,2,False
182,233,49,0,0,False
183,40,7,0,0,False
184,155,31,0,0,False
185,122,50,0,0,False
186,80,34,1,0,False
187,87,25,0,0,False
188,366,60,1,0,False
189,76,13,0,0,False
190,109,36,0,0,False
191,112,30,0,0,False
192,115,35,0,0,False
193,43,17,0,0,False
194,25,13,1,1,False
195,127,30,0,0,False
196,161,46,0,0,False
197,211,42,0,0,False
198,141,27,0,0,False
199,171,42,3,0,True
200,269,54,3,0,True
201,220,45,0,0,False
202,176,39,2,0,False
203,144,16,0,0,False
204,92,28,0,0,False
205,116,36,0,0,False
206,129,16,0,0,False
207,75,15,1,1,False
208,82,23,0,0,False
209,79,29,0,0,False
210,177,68,0,0,False
211,77,20,0,0,False
212,173,38,0,0,False
213,134,50,0,0,False
214,133,36,0,0,False
215,69,26,1,0,False
216,142,46,0,0,False
217,150,40,1,0,False
218,100,24,0,0,False
219,32,19,0,0,False
220,1142,4,3,0,True
221,51,9,1,1,False
222,141,39,0,0,False
223,208,43,2,0,True
224,132,40,0,0,False
225,76,25,0,0,False
226,124,25,1,0,False
227,180,51,0,0,False
228,54,14,0,0,False
229,47,6,0,0,False
230,14,4,0,0,False
231,105,29,1,0,False
232,71,18,0,0,False
233,21,8,1,1,False
234,126,40,0,0,False
235,164,34,0,0,False
236,147,46,0,0,False
237,160,25,0,0,False
238,167,49,0,0,True
239,228,54,1,0,True
240,122,34,1,0,False
241,61,27,1,0,False
242,33,9,1,0,False
243,130,29,1,0,False
244,140,36,0,0,False
245,61,19,0,0,False
246,415,12,0,1,False
247,110,23,0,0,False
248,123,36,0,0,False
249,229,34,0,0,False
250,129,28,0,0,False
251,127,34,0,0,False
252,145,41,0,0,False
253,106,36,0,0,False
254,186,29,0,0,False
255,203,38,0,0,False
256,79,24,0,0,False
257,38,22,0,0,False
258,16,11,1,0,False
259,1407,8,0,1,False
260,73,10,0,1,False
261,156,43,1,0,False
262,105,36,0,0,False
263,97,40,0,0,False
264,65,23,0,0,False
265,82,25,0,0,False
266,206,40,0,0,False
267,73,13,1,0,False
268,29,9,1,0,False
269,64,13,0,0,False
270,91,19,0,0,False
271,54,22,0,0,False
272,1,1,0,0,False
273,19,13,0,1,False
274,88,37,0,0,False
275,98,25,0,0,False
276,70,21,0,0,False
277,171,46,1,0,False
278,109,40,1,0,False
279,96,26,2,0,False
280,263,57,3,0,False
281,112,33,0,0,False
282,171,17,0,0,False
283,88,30,0,0,False
284,71,23,1,0,False
285,114,33,1,0,False
286,137,38,0,0,False
287,259,23,0,1,False
288,152,36,0,0,False
289,153,33,0,0,False
290,202,51,0,0,False
291,119,25,1,0,False
292,112,29,1,0,False
293,160,37,0,0,False
294,106,28,1,0,False
295,112,24,0,0,False
296,72,33,0,0,False
297,126,44,0,0,False
298,36,15,0,0,False
299,16,10,0,0,False
300,52,2,0,0,False
301,91,28,0,0,False
302,8,6,0,1,False
303,158,51,1,0,False
304,118,32,0,0,False
305,80,22,0,0,False
306,184,39,1,0,False
307,110,30,0,0,False
308,162,38,1,0,True
309,40,7,1,0,False
310,93,9,1,0,False
311,37,12,1,0,False
312,93,27,0,0,False
313,35,13,0,0,False
314,130,26,0,0,False
315,33,9,1,1,False
316,187,42,0,0,False
317,73,29,0,0,False
318,53,23,0,0,False
319,133,37,0,0,False
320,275,57,0,0,False
321,58,25,0,0,False
322,119,37,0,0,False
323,190,37,1,0,False
324,92,15,1,0,False
325,162,29,1,0,False
326,139,46,0,0,False
327,58,18,0,0,False
328,119,16,0,0,False
329,72,12,0,1,False
330,82,28,0,0,False
331,135,39,1,0,False
332,168,40,0,0,False
333,122,28,0,0,False
334,153,39,0,0,False
335,90,23,0,0,False
336,184,52,0,0,False
337,129,27,0,0,False
338,230,48,1,0,False
339,23,10,0,0,False
340,35,11,0,0,False
341,18,6,1,0,False
342,233,6,0,0,False
343,70,22,1,0,False
344,50,14,0,0,False
345,1,1,0,0,False
346,16,8,1,3,False
347,87,25,0,0,False
348,125,40,0,0,False
349,98,16,1,0,False
350,82,34,0,0,False
351,167,43,0,0,True
352,209,33,1,0,False
353,79,16,0,0,False
354,16,5,0,0,False
355,72,12,0,0,False
356,125,30,0,0,False
357,93,21,0,0,False
358,40,16,0,0,False
359,47,10,1,2,False
360,67,28,0,0,False
361,93,23,0,0,False
362,124,25,0,0,False
363,164,41,0,0,False
364,122,25,0,0,False
365,354,70,3,0,True
366,135,38,1,0,False
367,117,20,0,0,False
368,80,10,1,0,False
369,114,27,0,0,False
370,194,37,1,0,False
371,75,27,0,0,False
372,70,21,0,0,False
373,576,4,0,0,False
374,15,9,1,1,False
