aisle,items,uniqueItems,satOrders,contained,isUsed,rareness
135,647,106,1,1,False,22.04264172438203
136,6906,284,17,0,True,89.65873366945388
137,841,103,1,0,False,20.790678085235996
138,4908,300,7,0,True,58.41794979583517
139,277,64,1,1,False,7.035247446461966
140,257,60,2,0,False,11.757260931885153
141,194,14,0,0,False,7.383619595531384
142,1,1,0,0,False,0.008333322916679688
143,7,2,0,0,False,0.02898348908460408
144,16,1,0,0,False,0.04938263374499314
145,825,115,4,0,False,16.730479245808997
146,34,11,1,0,False,5.269332475278835
147,850,94,0,0,False,22.920749265663524
148,1059,128,4,0,False,18.99186896804897
149,961,118,3,0,False,21.90687970971353
150,838,93,4,0,False,19.658028947332166
151,5506,240,8,0,True,67.60890808135589
152,953,120,3,0,False,27.610177537140956
153,746,70,0,0,False,12.228762184788486
154,581,42,0,0,False,40.03553102247233
155,1,1,0,0,False,0.16666583333749996
156,8,3,0,1,False,0.21666596180788336
157,1070,148,1,1,False,21.199560267781344
158,1484,126,4,0,False,18.5063512136488
159,1143,124,2,3,False,15.357118635178558
160,653,87,1,0,False,16.027844868441612
161,1023,119,2,0,False,17.519659085388604
162,713,101,2,0,False,13.848073726135583
163,3304,211,19,0,True,57.52679122465
164,1214,82,0,0,False,13.2358615823571
165,502,65,1,1,False,8.478798008933492
166,253,16,0,0,False,4.566523814137613
167,5,2,0,1,False,0.0952378089578481
