aisle,items,uniqueItems,contained,satOrders,isUsed,rareness
133,272,105,0,125,False,20.1267691240718
134,190,66,0,62,False,13.465951593754887
135,6,2,0,2,False,0.014119284916100094
136,13,1,0,1,False,0.17105177632006574
137,175,94,0,97,False,15.43393876350578
138,36,14,0,16,False,2.250061126512848
139,255,42,1,53,False,5.772724301591079
140,401,182,0,209,True,52.470414538328356
141,223,90,0,96,False,18.1518214857371
142,134,58,0,66,False,7.657148048907938
143,269,33,0,37,False,16.338901543071003
144,159,77,0,103,False,25.908907571281286
145,268,126,0,130,False,26.198725092279947
146,202,91,0,95,False,20.233767291908396
147,290,131,0,173,False,25.14942538616312
148,275,119,0,141,False,15.290551103738867
149,378,168,0,189,False,44.499187721072715
150,271,72,0,86,False,17.098809504246532
151,139,56,0,63,False,13.894111388903582
152,205,88,0,98,False,23.340376010604718
153,152,82,0,86,False,16.38138184748676
154,217,65,0,67,False,11.516601909998473
155,395,171,0,222,False,45.663887253289005
156,195,75,0,73,False,13.491380551565845
157,12,3,0,2,False,0.26047046879096525
158,11,1,0,2,False,0.13095194444589947
159,147,73,0,70,False,19.500625139044825
160,159,75,0,76,False,17.188826983020338
161,44,20,0,27,False,4.172309268933522
162,83,57,0,85,False,5.397907248951081
163,237,44,0,51,False,20.256893785320393
164,160,70,0,69,False,15.496546597000604
165,154,42,0,39,False,16.58312562519874
166,126,34,0,120,False,3.967686056983485
167,99,37,0,55,False,6.760175022793517
168,294,110,0,119,False,22.97309739653503
169,210,105,0,107,False,16.372160913684823
170,366,141,0,166,False,15.204228706536648
171,279,113,0,121,False,19.277797382038635
172,155,76,0,75,False,11.39841901608147
173,268,147,0,148,False,40.56636159785004
174,198,86,0,90,False,21.43418739391901
175,285,118,0,135,False,37.15303999571076
176,201,81,0,87,False,21.385527988444192
177,310,151,0,193,False,29.931000234330146
178,249,106,0,119,False,20.102630744108335
179,219,81,0,92,False,19.392816213066876
180,6,2,0,1,False,0.2291656770878906
181,26,1,0,1,False,0.01333330666672
182,192,97,0,93,False,17.11841824779853
183,143,76,0,78,False,16.628566469532508
184,70,33,0,33,False,7.638421781910001
185,4,3,0,3,False,0.20462899969335607
186,39,12,1,14,False,1.6445068752695182
187,79,44,1,63,False,6.659630149972821
188,134,65,0,61,False,13.50018479915992
189,349,159,0,180,False,26.726436791805497
190,133,38,0,111,False,10.92858734242112
191,178,48,0,118,False,10.938964412946914
192,203,44,0,71,False,9.21247297209636
193,13,7,0,14,False,0.21889780793021604
194,156,58,0,60,False,4.919324830014322
195,207,100,0,102,False,20.06198276346434
196,298,118,0,135,False,27.07319705556581
197,325,157,0,175,False,19.777851030400072
198,140,64,0,62,False,17.68888090576198
199,365,169,0,193,False,41.71596178819767
200,168,72,0,82,False,18.5807210991116
201,262,90,0,97,False,16.921376746940798
202,291,134,0,166,False,14.534595011556537
203,197,98,0,110,False,16.241733932065454
204,188,93,0,91,False,17.799089221444305
205,133,57,0,61,False,13.744974808738162
206,16,2,1,8,False,0.20082748792493674
207,141,77,0,85,False,12.2284735683096
208,144,73,0,68,False,18.065900453276804
209,74,31,0,25,False,8.860203698554095
210,16,5,0,5,False,1.2340733176755732
211,34,16,0,24,False,2.7965891211918916
212,83,51,0,66,False,3.0013209483413563
213,316,132,1,173,False,25.310993090557343
214,297,67,0,145,False,17.020295530348967
215,171,43,0,96,False,11.822177757034206
216,211,40,0,101,False,12.271639631511656
217,92,32,0,51,False,5.850094956849842
218,59,26,0,34,False,2.9048704707525643
219,219,107,0,111,False,22.719360881661284
220,285,145,0,191,False,21.74198951777422
221,148,47,0,47,False,4.315369021556566
222,391,145,0,157,False,37.78518736284681
223,166,53,0,60,False,8.809838279599909
224,84,63,0,56,False,20.55020359586481
225,301,134,0,147,False,33.78832278465222
226,236,94,0,101,False,22.61039612035278
227,141,58,0,57,False,8.75500528348612
228,228,116,0,120,False,19.64488766982896
229,238,111,0,114,False,15.29924138870387
230,332,167,0,220,False,43.44096790218381
231,30,2,1,3,False,0.38846933480420665
232,1,1,0,3,False,0.011904742063525134
233,150,63,0,60,False,12.151126584646551
234,169,92,0,101,False,13.799959581621318
235,71,25,0,23,False,2.9820489020684793
236,9,3,0,5,False,0.07490828410614987
237,31,16,0,23,False,2.4958740546520124
238,72,47,1,66,False,4.322868557690694
239,285,66,0,123,False,17.667111485324735
240,124,38,0,50,False,5.827333227065925
241,129,34,0,84,False,7.539971489924581
242,275,60,0,116,False,21.77696106743765
243,309,66,0,85,False,17.74998110394878
244,72,31,1,41,False,4.08196784318128
245,321,124,0,131,False,27.553699348251765
246,140,56,0,43,False,5.354675889169347
247,410,142,0,202,False,21.386867332059506
248,335,125,0,152,False,27.88352607046041
249,282,160,0,194,False,36.357252037226296
250,155,73,0,71,False,17.162905195489355
251,211,88,1,105,False,27.71711913732288
252,149,76,0,78,False,27.559588883936808
253,182,89,0,98,False,14.343751516946492
254,406,159,0,197,False,23.79150232448298
255,357,153,0,174,False,35.28108591966259
256,94,48,0,50,False,11.08010588297875
257,208,82,0,92,False,15.75271537267678
258,269,76,0,80,False,22.2166930635916
259,60,20,0,17,False,3.466159532439172
260,9,6,0,8,False,1.3968091655307748
261,37,16,0,22,False,0.47880962192880266
262,64,50,0,70,False,8.987869395900661
263,309,55,0,113,False,11.173456331782333
264,278,62,0,152,False,10.747464227891493
265,266,66,0,133,False,27.02492991971668
266,150,27,0,74,False,6.398310386911341
267,229,44,0,74,False,14.053870431643649
268,79,31,0,33,False,2.833122504700918
269,211,72,0,79,False,8.229518151114377
270,287,132,0,138,False,24.13546268287926
271,341,137,0,178,False,25.12710189752101
272,225,127,0,149,False,43.4517277101213
273,176,79,0,77,False,29.455517747560677
274,430,164,0,188,False,36.794746366797995
275,162,73,0,69,False,16.40168330169021
276,213,101,0,120,False,31.561821251164623
277,213,107,0,112,False,20.296888397831694
278,142,76,0,71,False,14.190873705537602
279,282,148,0,181,False,21.034509613308686
280,251,116,0,132,False,33.197603949662046
281,293,2,1,7,False,0.22015553887913653
282,135,64,0,62,False,22.049447045525945
283,121,60,0,68,False,9.61391692259908
284,90,31,0,25,False,6.570659844098901
285,24,6,0,11,False,0.22162448136995874
286,37,18,0,19,False,1.8651830901538227
287,59,43,0,59,False,1.949794095168609
288,237,59,0,121,False,17.976604909986715
289,278,56,0,116,False,9.986120173602398
290,143,24,0,75,False,5.496410058628235
291,213,61,0,139,False,9.1418411515601
292,299,69,0,125,False,17.89933926806929
293,62,37,0,51,False,7.966236815016251
294,323,143,0,162,False,18.545948921590366
295,202,60,0,67,False,5.211401344944349
296,231,107,0,124,False,23.88971185343418
297,193,101,0,100,False,21.696327015782497
298,273,137,0,155,False,33.94725712913312
299,220,84,0,83,False,23.450499342166726
300,113,44,0,44,False,14.191887253725486
301,109,50,0,45,False,28.087643363687274
302,307,121,0,125,False,16.769692172903913
303,165,87,0,93,False,25.570742795761664
304,372,143,0,185,False,21.80458784354047
305,195,101,0,106,False,18.395717495456644
306,179,75,0,85,False,24.44968874269055
307,129,65,0,66,False,10.484738929284608
308,68,37,0,32,False,9.453977565005518
309,20,7,0,9,False,0.8309204536072236
310,29,16,0,24,False,4.926137066238703
311,72,56,0,78,False,9.777514672192689
312,187,83,0,83,False,15.074975835178616
313,301,88,0,171,False,23.475145984411522
314,318,87,0,172,False,29.946186094133573
315,163,32,0,76,False,7.683151280993097
316,404,76,0,133,False,21.84834300643731
317,65,35,0,43,False,5.790733468886256
318,193,96,0,101,False,20.747533496381386
319,118,55,0,56,False,8.162429831537805
320,395,151,0,210,False,27.23430583381692
321,282,133,0,153,False,40.45664993217847
322,326,158,0,170,False,35.75445501057231
323,118,58,0,61,False,14.851644080972022
324,166,65,0,62,False,19.94993788541968
325,59,23,0,23,False,3.6691594126153833
326,182,84,0,84,False,21.96048541852789
327,389,160,0,215,False,44.143079658489356
328,270,126,0,136,False,19.245031702836148
329,222,107,0,106,False,21.12478573959771
330,287,114,0,118,False,33.96478880324615
331,99,27,0,23,False,5.100971296724726
332,148,55,0,58,False,9.881931409224036
333,10,4,0,6,False,1.2727467951010598
334,108,21,0,26,False,3.1153202749216664
335,73,41,0,56,False,3.7725919059909034
336,196,83,0,88,False,23.958009979105352
337,204,100,0,108,False,32.33904228280593
338,335,80,0,182,True,21.986577484590793
339,187,40,0,53,False,10.203260703168217
340,412,76,0,159,False,17.757646142475824
341,70,38,0,58,False,4.407671785728047
342,327,132,0,141,False,27.66256831120974
343,159,63,0,53,False,10.27671938604886
344,368,175,0,210,False,48.50023249899931
345,338,149,0,182,False,37.8270096374908
346,376,155,0,170,False,33.49994135782243
347,125,60,0,56,False,19.1760792758179
348,78,44,0,34,False,18.564328210583394
349,59,21,0,24,False,6.643334405084861
350,391,172,0,199,False,41.040503614521825
351,241,139,0,143,False,43.89052844074507
352,228,96,0,105,False,12.75586275048652
353,193,101,0,109,False,19.392362091517946
354,68,35,0,28,False,2.730676189563461
355,202,85,0,103,False,22.08637331172032
356,119,51,0,45,False,9.103138423353563
357,7,3,0,4,False,0.02355766922220761
358,42,19,0,26,False,3.2714367762801615
359,68,42,1,63,False,4.123724020420025
360,226,109,0,114,False,24.65503263919795
361,348,160,0,192,False,37.247939250094845
362,217,111,0,119,False,28.819527998462668
363,142,43,0,61,False,9.474066454820095
364,402,86,0,153,False,29.055290938987604
365,158,45,2,70,False,5.9125022489681065
366,345,159,0,224,False,30.293653895071813
367,421,176,0,204,True,41.623105033856625
368,139,67,0,67,False,11.781686212541663
369,282,109,0,116,False,16.100208795767077
370,313,161,0,178,False,30.39934655615826
371,91,32,0,37,False,5.892301291378026
372,97,44,0,40,False,24.21367444414652
373,75,31,0,32,False,5.882780077232427
374,273,146,0,203,False,28.247320623340055
375,214,97,0,112,False,22.601806016996033
376,304,96,0,105,False,14.891385721090707
377,204,96,0,106,False,13.93848166530973
378,48,28,0,22,False,4.242075653588163
379,235,69,0,83,False,15.076915224104232
380,130,66,0,63,False,12.761752726756685
381,149,57,1,81,False,8.161902769317194
382,244,88,0,101,False,20.721646402831514
383,181,76,0,80,False,13.527903108924388
384,432,187,0,225,False,39.35299626690122
385,161,37,0,88,False,7.540009775312666
386,70,17,0,39,False,6.816043041669337
387,34,16,0,21,False,3.1972957580026398
388,252,40,0,53,False,3.4863967227811097
389,196,83,0,78,False,14.040961616837258
390,283,155,0,161,False,35.64169554973439
391,274,129,0,133,False,24.98875782344612
392,374,172,1,219,True,29.435482148663397
393,334,62,0,62,False,10.338701935639362
394,92,39,0,44,False,11.569867147730363
395,66,29,0,26,False,15.026453988694923
396,69,21,0,22,False,4.306730386403389
397,186,99,0,98,False,26.66775046948762
398,446,220,0,261,True,42.17915818216612
399,195,91,0,89,False,13.229881976696772
400,231,118,0,136,False,11.430009660664853
401,57,24,0,23,False,3.5588876588584437
402,231,121,0,122,False,31.48583866730514
403,252,80,0,75,False,14.518326354656594
404,111,79,0,107,False,13.873511839225328
405,362,162,1,190,False,37.34369164523503
406,245,85,0,96,False,11.270291802981658
407,160,72,0,72,False,19.156843549056315
408,277,63,0,133,False,12.894575342833928
409,172,32,0,92,False,10.08145702458772
410,1274,5,0,8,False,0.4759938630649979
411,50,19,0,28,False,2.219458498549493
412,52,34,0,44,False,4.756477238237964
