aisle,items,uniqueItems,contained,satOrders,isUsed,rareness
135,1952,134,0,262,False,45.20409335619006
136,411,73,1,128,False,12.116263585632778
137,1285,203,2,422,False,32.19103620787472
138,60,9,1,13,False,0.603665676322772
139,11,5,2,11,False,0.07029478792706123
140,8,5,1,7,False,0.1292795730171835
141,1352,246,0,460,False,24.94167431909048
142,1011,148,0,211,False,26.981289166090686
143,1355,211,2,357,False,36.27869128567966
144,1087,103,0,139,False,15.82798454284339
145,939,192,1,373,False,29.602725515445865
146,740,144,0,194,False,17.897561733130956
147,3395,130,0,258,False,46.26904942906704
148,201,76,0,94,False,14.863815828780563
149,900,68,0,103,False,21.8613247084371
150,630,61,0,93,False,10.67578668868883
151,455,116,0,271,False,16.711642726254183
152,1,1,0,1,False,0.08333305555648148
153,10,7,1,11,False,0.11422755551894175
154,10,1,0,1,False,0.20833263889120368
155,880,188,0,297,False,36.34244538739755
156,81,33,0,39,False,16.325005827796385
157,1462,239,2,444,False,36.230663144186124
158,930,140,0,240,False,18.347206304251124
159,959,202,0,356,False,27.317676292005178
160,903,119,0,161,False,20.816565170687554
161,926,166,1,342,False,17.16721564348227
162,428,80,0,122,False,14.87923075507919
163,3411,128,0,309,False,31.991140343882666
164,307,12,0,12,False,11.327507956659183
165,4,4,2,12,False,0.01133108154751279
166,18,9,1,13,False,2.2062869480782146
167,1383,224,0,437,False,37.96053336138927
168,1043,155,0,255,False,14.843478131347517
169,1283,209,1,369,False,31.316891455831584
170,994,149,0,219,False,19.40809002080021
171,1224,201,0,390,False,37.07966486071055
172,789,134,0,217,False,17.22883712441036
173,1475,174,1,357,False,21.90027870511042
174,1163,84,0,175,False,27.676674046139198
175,1818,143,0,312,True,38.177180298617806
176,492,77,1,116,False,8.782459876322298
177,7,5,0,5,False,0.09740986332232208
178,6,3,0,3,False,1.0642599622946471
179,12,2,0,4,False,0.5208308854285155
