aisle,items,uniqueItems,contained,satOrders,isUsed,rareness
90,18,7,0,0,False,0.6484325059776024
91,3,2,0,0,False,0.011473256653296553
92,7,2,6,0,False,0.0017695404256105399
93,1,1,0,0,False,0.9999900000999989
94,10,4,19,0,False,0.15508142304342462
95,11,3,21,1,False,0.0024243701351495525
96,5,2,2,0,False,0.10374125911134965
97,86,2,11,0,False,0.017177515496609643
98,4,1,2,0,False,0.012698404232809877
99,1,1,0,0,False,0.027777731481558644
100,15,4,5,0,False,0.10651297526784526
101,2,2,1,0,False,0.17361042824353778
102,15,3,4,0,False,1.081544859450023
103,1,1,9,0,False,0.00010925378308130941
104,371,1,0,0,False,0.9999900000999989
105,55,2,0,0,False,0.008717602263925974
106,7,1,1,0,False,0.08749978125054689
107,1,1,0,0,False,0.06249984375039063
108,3,2,16,0,False,0.0007427664572008029
109,2,1,0,0,False,0.9999900000999989
110,4,1,2,0,False,0.004464282924108887
111,26,5,29,1,False,0.046601432020314346
112,8,1,1,0,False,0.06349197278924522
113,24,4,0,0,False,1.7499865278942117
114,12,5,0,0,False,2.2992211555088047
115,5,2,25,0,False,0.001168776577341859
116,2,2,1,0,False,0.139682112170661
117,1,1,9,0,False,0.00010925378308130941
118,6,1,17,0,False,0.0006555226984878565
119,4,3,1,0,False,1.0438495726147536
120,7,3,5,0,False,0.23865333146557483
121,9,3,11,1,False,0.0020557486079587485
122,5,3,6,0,False,0.05698258979083694
123,34,11,0,0,False,0.6670477531882131
124,49,12,0,0,True,2.5897834365720076
125,48,9,0,0,False,1.1902665854986296
126,21,5,0,0,False,0.15826373155723944
127,1,1,1,0,False,0.04761888888941799
128,22,1,0,0,False,0.12222197777826667
129,53,3,14,1,False,0.010959098121800136
130,6,1,0,0,False,0.00900899399401902
131,4,3,11,1,False,0.028424619499811704
132,1,1,0,0,False,0.007936496598655652
133,7,3,11,0,False,1.0715276824547946
134,1,1,9,0,False,0.00010925378308130941
135,16,2,3,0,False,0.03243561549686237
136,20,6,27,1,False,0.13733626409584965
137,5,3,20,0,False,0.03370057090341238
138,2,2,3,0,False,0.005655988727606495
139,3,2,17,0,False,0.016885146455097807
140,33,3,1,1,False,0.0472505495784295
141,2,1,0,1,False,0.3333316666749999
142,1100,3,1,0,False,0.08616399028021182
143,1,1,0,0,False,0.24999875000624996
144,17,5,4,0,False,1.290000046202651
145,3,3,1,0,False,1.03024909610291
146,15,3,3,0,False,0.04801335181413613
147,9,3,19,1,False,0.002355669162716059
148,6,2,2,0,False,0.24489684402874318
149,6,3,0,0,False,1.4464165179669632
150,49,3,0,0,False,1.537024583445022
151,1,1,2,0,False,0.0003167563370597467
152,3,1,2,0,False,0.032966985871338866
153,1,1,9,0,False,0.00010925378308130941
154,2,1,16,0,False,0.00021850756616261882
155,36,4,1,0,False,1.2809039207057855
156,1,1,1,0,False,0.0031746010582024693
157,5,4,11,0,False,0.09804494827126375
158,2,1,0,0,False,0.9999900000999989
159,33,14,0,0,False,2.1558201647751183
160,13,7,0,0,False,1.2542924662828638
161,32,6,0,0,False,0.41219105662844024
162,4,3,17,0,False,1.0007327665571997
163,3,2,2,1,False,0.07532452467562599
164,21,2,1,0,False,0.004624948890255551
165,10,3,13,0,False,0.033266178393308324
166,2,1,2,0,False,0.05714274285737144
167,32,2,1,0,True,0.18177496215145666
168,9,3,5,0,False,0.045496017816846035
169,8,6,11,1,False,0.3975710719911138
170,2,2,10,0,False,1.0000992538830802
171,1,1,0,0,False,0.1111107407419753
172,11,3,4,0,False,0.08529685688808263
173,2,1,0,0,False,0.0022321414620544433
174,10,2,1,0,False,0.19091620101368978
175,1,1,9,0,False,0.00010925378308130941
176,55,3,3,0,False,0.5623253743642783
177,1,1,0,0,False,0.005555550000005556
178,13,3,18,0,False,0.1754753990365437
179,2,2,14,0,False,0.0004260101201410561
180,1660,5,4,0,True,1.1976209701821519
181,2,1,16,0,False,0.00021850756616261882
182,24,3,3,0,False,0.538594414044242
183,6,4,19,1,False,0.029058132173931196
184,1,1,1,0,False,0.02857137142868572
185,2,1,1,0,False,0.004962775338808052
186,11,4,1,0,False,0.026563105399530065
187,4,3,5,0,False,0.10349110739588722
188,4,2,0,0,False,1.0069344271833758
189,1,1,1,0,False,0.04761888888941799
190,2,1,1,0,False,0.021977990580892576
191,2,2,11,0,False,0.2501080037893313
192,7,4,21,0,False,0.1026984242499566
193,8,4,18,0,False,0.11274740426924201
194,2,1,0,0,False,0.16666611111296295
195,20,2,1,0,False,0.03600938119578428
196,42,6,0,0,False,0.38699941627329204
197,44,6,0,0,False,1.6807830345073318
198,7,4,24,0,False,0.06800272604831756
199,6,2,3,0,False,0.04018464668052707
200,4,3,1,0,False,1.0138788612111655
201,48,5,14,0,False,0.2831437421323727
202,1,1,1,0,False,0.02857137142868572
203,24,1,1,0,False,0.03603597597607608
204,5,1,2,0,False,0.001210653407125661
205,6,3,18,0,False,0.046514726702093695
206,1,1,1,0,False,0.24999875000624996
207,2,1,16,0,False,0.00021850756616261882
208,3,3,2,0,False,1.053164476158514
209,2,2,0,0,False,0.49999750001249993
210,4,2,17,0,False,0.0010595227942605495
211,1,1,2,0,False,0.0003167563370597467
212,4,2,1,0,False,0.04047612868490214
213,5,3,2,0,False,0.3388874250067763
214,2,1,0,0,False,0.3333316666749999
215,1,1,0,0,False,0.24999875000624996
216,44,3,2,0,False,1.245033970075094
217,9,3,1,0,False,0.014646155047257938
218,5,3,0,0,False,0.37744934232771304
219,9,3,4,0,False,0.043494354163489846
220,1,1,9,0,False,0.00010925378308130941
221,10,3,2,0,False,0.1636679755451709
222,52,3,0,1,False,0.170223450203187
223,1,1,1,0,False,0.02857137142868572
224,7,3,10,0,False,1.0008256459273555
225,2,1,16,0,False,0.00021850756616261882
226,2,2,11,0,False,0.0005224765479201183
227,3,2,0,0,False,0.028261969696357206
228,1,1,0,0,False,0.031249921875195315
229,24,9,0,0,False,0.5750100974063712
230,11,3,6,0,False,0.025607143962987203
231,15,2,11,0,False,0.2059910920196622
232,15,3,2,0,False,0.5427808306261691
233,7,1,4,0,False,0.0078124951171905516
234,4,2,0,0,False,1.007397399276963
235,45,3,0,0,False,0.42112921379722634
236,16,5,12,1,False,0.18688297566581133
237,9,5,6,0,False,0.18923353911890994
238,5,3,10,0,False,0.3358221180753884
239,8,4,11,1,False,1.017841161242359
240,4,2,3,0,False,1.0003067564370587
241,1,1,1,0,False,0.0031746010582024693
242,5,4,1,0,False,1.31665529084698
243,4,3,4,0,False,0.06330086145030064
244,32,1,2,0,False,0.04804796796810144
245,5,1,2,0,False,0.001210653407125661
246,4,3,1,0,False,1.0030090220045749
247,2,1,1,0,False,0.021977990580892576
248,15,6,28,2,False,0.10552553333734598
249,4,1,0,0,False,0.28571285714999994
250,17,5,0,0,False,0.37031170652414397
251,5,3,20,0,False,0.002175593525287771
252,28,1,1,0,False,0.07088593417749874
253,43,2,1,1,False,0.10365658628745947
254,1,1,1,0,False,0.02857137142868572
255,3,2,2,0,False,1.0219679906808916
256,1,1,1,0,False,0.010204067055414412
257,7,4,22,0,False,0.019256725777849974
258,11,5,4,0,False,0.46896601805792043
259,2,2,0,0,False,0.0005109477990110082
260,1,1,2,0,False,0.0003167563370597467
261,2,2,0,0,False,0.19523720476618567
262,35,8,0,1,False,0.6658760046708087
263,11,3,0,0,False,1.4920331580657
264,7,2,17,0,False,0.09112741665743537
265,12,3,10,0,False,0.003188251669174535
266,1,1,1,0,False,0.019230721153966346
267,6,1,3,0,False,0.00669642438616333
268,5,2,4,0,False,0.0013920248074032508
269,91,2,0,0,True,0.5604369368258584
270,2,2,14,0,False,0.0004260101201410561
271,3,2,4,0,False,0.007212451818866615
272,2,1,0,0,False,0.013157878289494242
273,3,3,1,0,False,1.1292825226602288
274,51,6,22,0,False,0.2226138285795007
275,1,1,1,0,False,0.24999875000624996
276,2,1,16,0,False,0.00021850756616261882
277,33,6,1,0,False,2.12776218346126
278,5,4,1,0,False,0.33888743334008053
279,2,2,0,0,True,1.1111007408419742
280,243,4,1,0,False,1.243876757818826
281,1,1,9,0,False,0.00010925378308130941
282,3,2,18,0,False,0.2502172575724126
283,11,5,21,1,False,0.015582739454997298
284,16,3,0,0,False,0.017853919850273882
285,2,2,3,0,False,0.0014328270680869684
286,22,7,0,0,False,1.5631582871240834
287,71,9,0,0,False,0.7730055190571031
288,12,1,0,0,False,0.030379686076070885
289,1,1,0,0,False,0.012499968750078127
290,1,1,9,0,False,0.00010925378308130941
291,1,1,1,0,False,0.010204067055414412
292,1,1,0,0,False,0.12499937500312498
293,1,1,1,0,False,0.019230721153966346
294,2,1,0,0,False,0.9999900000999989
295,9,4,2,0,False,0.32163990882919236
296,29,7,0,1,True,0.5226268543030252
297,1,1,0,0,False,0.24999875000624996
298,5,3,21,0,False,0.007683780413594779
299,10,3,3,0,False,1.0289745942935236
300,7,4,16,1,False,0.004104564054718632
301,1,1,0,0,False,0.16666583333749996
302,1,1,0,0,False,0.010526294736884212
303,634,2,0,0,False,0.025353919676508276
