aisle,items,uniqueItems,satOrders,contained,isUsed,rareness
87,183,93,103,0,False,16.301239129145216
88,151,75,81,0,False,25.242263284452882
89,168,58,66,0,False,11.256353941599759
90,133,65,74,0,False,24.688022686672646
91,104,38,39,0,False,12.800840397773072
92,5,4,7,0,False,0.29081618409872495
93,256,110,145,0,False,17.04431535211719
94,100,56,55,0,False,10.874217928112614
95,194,63,68,0,False,12.21588091331042
96,222,78,92,0,False,17.539322329389375
97,694,4,6,0,False,0.4755650875793944
98,4,1,1,0,False,0.008163257142865307
99,39,11,18,1,False,1.687930811922551
100,347,24,39,0,False,2.9503737727074797
101,299,143,163,0,True,20.90693646261066
102,39,21,20,0,False,5.950888527289355
103,261,51,69,0,False,15.785122222571745
104,141,58,56,0,False,10.521979829758575
105,155,67,74,0,False,14.49252266574248
106,133,32,38,0,False,12.794359435369667
107,245,85,99,0,False,15.41699777713863
108,217,101,123,0,False,22.718105814090517
109,137,69,77,0,False,15.204919750399817
110,194,89,105,0,False,22.70300860988847
111,108,54,54,0,False,13.341525777077209
112,245,84,95,0,False,21.00266523579515
113,100,38,39,0,False,12.65146525545776
114,219,111,132,0,False,22.864229972445333
115,188,66,74,0,False,14.119228477639794
116,113,51,55,0,False,8.222154612369895
117,108,47,51,0,False,13.01498483728298
118,675,5,16,1,False,0.1590652146271873
119,10,5,5,0,False,0.5235879887236901
120,222,22,37,0,False,2.170883553596968
121,118,32,33,0,False,16.382266578615827
122,225,37,59,0,False,8.200874052159005
123,61,39,36,0,False,10.468352872223504
124,349,108,117,0,True,22.018811009391865
125,122,28,42,0,False,6.079781797747168
126,261,101,125,0,False,20.836269938212187
127,114,59,62,0,False,21.211440722870766
128,278,104,137,0,True,26.521707564262844
129,187,78,88,0,False,15.863721935441422
130,57,37,33,0,False,15.415064162424752
131,229,80,95,0,False,15.356867759626578
132,108,61,69,0,False,22.287095525534696
133,150,74,75,0,False,14.818938669044163
134,151,81,97,0,False,18.65478770954133
135,123,50,53,0,False,9.679152379217093
136,245,77,85,0,False,10.685040474195517
137,199,3,5,1,False,0.1747880867347149
138,132,59,76,0,False,11.436099367524003
139,22,9,16,1,False,0.3940899376694897
140,355,29,63,0,False,2.1582075092130495
141,216,104,112,1,False,19.319767744057305
142,123,74,69,0,False,24.249206264890816
143,233,80,91,0,False,20.634424949781984
144,180,22,27,0,False,11.740549748623012
145,65,31,34,0,False,7.899907965952528
146,213,92,102,0,False,21.43490862359188
147,170,79,110,0,False,14.929217386300532
148,202,93,112,0,False,12.879376668930005
149,152,75,81,0,False,15.91567077850189
150,160,68,89,0,False,19.06596049969413
151,194,63,67,0,False,17.326955174825265
152,252,101,115,0,False,17.204234119576117
153,68,33,32,0,False,13.542340103834887
154,195,66,64,0,False,12.83632577133079
155,163,67,82,0,False,14.763870507857423
156,130,62,64,0,False,15.116405131119608
157,173,84,116,0,False,14.136104847561334
158,18,3,4,2,False,0.05501568709814687
159,24,2,3,0,False,0.02902273864498941
160,118,52,60,0,False,12.944688255560813
161,118,61,59,0,False,19.879683899323933
162,23,10,11,1,False,2.1002058246057635
163,33,23,30,0,False,0.913142167971996
164,183,38,38,0,False,18.44414254186796
165,183,67,92,0,False,16.834298378476067
166,77,15,16,0,False,5.663694110805854
167,102,25,65,0,False,3.9049334181893633
168,152,40,41,0,False,14.8819085958623
169,204,99,133,0,False,17.32904550845099
170,189,70,83,0,False,17.68384108823948
171,235,76,85,0,False,9.549696031706695
172,100,60,60,0,False,19.39620234076905
173,196,93,111,0,False,21.44681287447501
174,155,66,67,0,False,13.34452034391128
175,128,54,59,0,False,15.756594741020262
176,74,32,32,0,False,7.730095273420054
177,198,75,84,0,False,10.626657460101491
178,144,56,57,0,False,16.80932525930188
179,198,72,82,0,False,12.29214113528236
180,206,92,98,0,False,14.54278855958561
181,40,1,3,0,False,0.06956507826114783
182,145,56,60,0,False,17.41335652090082
183,40,29,25,0,False,5.716170207626226
184,172,77,80,0,False,14.420168463961454
185,3,2,2,0,False,1.0058723471588285
186,23,7,8,0,False,1.7332620048565968
187,39,18,28,0,False,1.0064278288572033
188,160,48,86,0,False,6.634504393567968
189,152,82,98,0,False,13.630680536810162
190,102,26,58,0,False,5.286238634536102
191,93,49,47,0,False,12.255841857926859
192,193,40,56,0,False,11.405212364067486
193,13,9,22,0,False,1.3720501953911792
194,123,58,67,0,False,12.108529319765934
195,185,90,106,0,False,20.913425161924028
196,224,88,107,0,False,17.016308011918795
197,169,94,110,0,False,16.44848138247239
198,146,60,69,0,False,20.695858495896175
199,252,88,100,0,False,15.28809274700927
200,241,72,115,0,False,12.835743837246742
201,64,38,38,0,False,7.8682628110935084
202,262,97,119,0,False,14.133901281029841
203,121,65,87,0,False,14.955212708243003
204,107,58,64,0,False,13.786156421805334
205,119,58,79,0,False,14.955004339244073
206,45,1,3,1,False,0.07826071304379131
207,30,21,22,0,False,9.010774890488104
208,120,57,59,0,False,13.21624755994143
209,133,54,58,0,False,9.529824273878797
210,8,4,4,0,False,2.026673614130983
211,6,3,3,0,False,1.1143836898732775
212,29,23,27,0,False,4.216084449906672
213,241,92,100,1,False,16.709471241659532
214,141,19,55,0,False,1.9913423721971961
215,263,58,110,0,False,12.953116294413201
216,153,36,43,0,False,9.9523888864923
217,289,53,121,0,False,15.91248366600483
218,26,17,34,1,False,3.419099385296805
219,135,66,63,0,False,18.991959211470025
220,335,106,109,0,False,21.1897759979497
221,210,93,120,0,False,16.223766948792697
222,170,67,69,0,False,16.532395328500147
223,204,69,79,0,False,21.469621071223493
224,161,70,86,0,False,15.345070233903977
225,148,59,63,0,False,17.51688298181236
226,97,53,54,0,False,23.067797779667995
227,106,49,49,0,False,10.778338627654515
228,142,73,76,0,False,16.8045359843815
229,187,93,110,0,False,17.43081874613398
230,158,77,74,0,False,15.965944035179476
231,7,2,4,0,False,0.042254325314262015
232,161,69,82,0,False,13.9245042582379
233,178,61,72,0,False,18.552772057901354
234,66,27,28,0,False,6.417725340065984
235,5,4,4,0,False,1.0502553252404456
236,14,9,10,1,False,0.11969252434833222
237,36,21,31,0,False,2.8878191864670613
238,165,40,72,0,False,10.134227339033295
239,96,34,52,0,False,10.421920280477076
240,188,37,61,0,False,6.630343101946534
241,94,19,55,0,False,6.2051938122165975
242,297,61,106,0,False,17.135467844027712
243,63,20,37,2,False,2.5657995535568974
244,241,86,94,0,False,25.115344325350446
245,237,94,125,0,False,9.266337905347962
246,286,90,104,0,False,16.080170156897317
247,195,73,75,0,False,15.229905711416594
248,217,98,112,0,False,12.270798452835502
249,155,68,80,0,False,26.989239895387062
250,150,69,74,0,False,14.94430154789944
251,54,35,34,0,False,11.911145245748077
252,128,75,79,0,False,13.897964620215793
253,375,107,144,0,True,21.109344587472197
254,220,77,83,0,False,14.404337100179216
255,99,52,51,0,False,18.25388316325092
256,139,59,69,0,False,17.623459068131737
257,120,56,64,0,False,16.293573450833886
258,54,30,27,0,False,7.462965975914625
259,5,4,4,0,False,2.003746390631446
260,50,12,16,3,False,1.9240668534471959
261,51,28,43,0,False,5.611075255094838
262,132,37,65,0,False,9.41104447980489
263,97,22,51,0,False,4.631089134416417
264,178,36,49,0,False,5.442986286977829
265,247,53,90,0,False,10.04548585868575
266,349,57,123,0,False,17.204527117416283
267,22,16,31,0,False,3.3361446901533913
268,195,78,84,0,False,14.978077461739884
269,209,103,111,0,False,19.904024175567923
270,168,83,111,0,False,13.025084521289568
271,186,93,103,0,False,14.707397336226352
272,149,51,63,0,False,14.674098856633213
273,284,88,102,0,False,18.60368042010947
274,148,76,94,0,False,14.532533437318019
275,73,32,30,0,False,10.385206650805443
276,189,93,119,0,False,11.19049967562821
277,159,87,104,0,False,20.398465074567007
278,161,80,94,0,False,13.58492334094123
279,96,49,49,0,False,11.102263740072463
280,153,59,65,0,False,9.116354366982543
281,116,46,58,0,False,14.424703200734386
282,72,27,25,0,False,14.913633439617607
283,4,1,2,1,False,0.0028860002623662838
284,27,7,12,0,False,0.23396867564658558
285,39,19,36,0,False,0.5872288903681858
286,208,44,93,0,False,7.8079843937874704
287,239,47,92,0,False,11.381992181797607
288,186,39,83,0,False,7.1773262842873535
289,104,17,49,0,False,2.921004230004218
290,362,60,103,0,False,18.076092837269385
291,38,13,32,0,False,0.9052407413069361
292,210,92,101,0,False,16.26446667183801
293,175,83,102,0,False,12.033430499706778
294,243,85,95,0,False,14.760953324708911
295,163,77,74,0,False,17.759346982084967
296,203,100,104,0,False,20.670030768324448
297,165,61,61,0,False,14.14760729242152
298,90,35,36,0,False,12.380190099577234
299,45,23,21,0,False,16.12484961950673
300,107,55,60,0,False,10.850006183087045
301,254,96,104,0,False,20.582903981879184
302,135,70,74,0,False,16.177415293915203
303,213,84,109,0,False,17.620778073186123
304,174,69,87,0,False,18.527990679471195
305,94,42,37,0,False,13.827349185483326
306,175,59,69,0,False,17.988352994042074
307,10,3,3,1,False,0.03218117329278698
308,29,13,16,2,False,2.6877745035204406
309,37,22,34,0,False,2.7401883088710486
310,227,62,111,0,False,13.277186323872224
311,316,53,110,0,True,9.043405624094643
312,171,61,81,0,False,15.151871246047103
313,79,14,38,0,False,2.3993780797736664
314,477,68,161,0,True,17.004123278749482
315,41,15,37,2,False,0.46666047012477097
316,300,104,140,0,False,11.853629565101997
317,171,78,81,0,False,13.968634647446466
318,99,48,46,0,False,6.40582726141509
319,200,85,93,0,False,15.949927582091494
320,156,55,60,0,False,14.953299345951034
321,225,99,105,0,False,15.808269618447508
322,68,31,28,0,False,10.693820129243147
323,47,7,7,0,False,2.6920484931750686
324,230,87,113,0,False,18.437746974250693
325,225,84,100,0,False,13.674466515343425
326,267,96,99,0,False,17.496072174383944
327,99,54,54,0,False,12.68760824875341
328,115,53,70,0,False,8.869824457068189
329,132,62,79,0,False,24.311262340721296
330,97,39,38,0,False,13.826863664621019
331,8,4,4,0,False,0.02373907639244234
332,44,10,22,2,False,2.3519681149762155
333,54,25,54,0,False,3.0567270558373143
334,117,50,47,0,False,12.432421388746583
335,166,66,67,0,False,20.19843581784912
336,236,60,109,0,False,18.83938445805093
337,130,18,23,0,False,2.019056639935252
338,438,73,134,0,False,15.478958282203436
339,815,24,49,1,False,0.9300658150837409
340,159,54,56,0,False,9.544141717270717
341,249,96,129,0,False,12.387097856243503
342,258,94,119,0,False,21.83177047456528
343,236,109,120,0,True,27.887093383591658
344,58,16,13,0,False,7.933698251475229
345,168,93,107,0,False,19.394552434248766
346,41,25,22,0,False,14.033208549783835
347,98,39,39,0,False,12.46118344137244
348,180,98,105,0,False,26.683776245454563
349,158,88,107,0,False,12.152222756181668
350,196,82,91,0,False,17.113647730133106
351,136,63,64,0,False,16.05672434773383
352,4,1,1,1,False,0.04761896825410054
353,87,44,49,0,False,9.814036648394719
354,107,42,51,0,False,8.273710325459689
355,43,24,24,0,False,8.985186795191233
356,9,3,16,0,False,0.016059832878980888
357,27,9,10,0,False,1.2929004428124848
358,57,27,37,4,False,5.087511812395302
359,210,97,110,0,False,21.70048173583512
360,135,54,56,0,False,15.993412125348192
361,118,42,45,0,False,12.729060963633257
362,126,27,59,0,False,4.78068932110989
363,320,53,89,0,False,11.067175175914445
364,32,18,39,0,False,0.4683516474059909
365,201,97,131,0,False,13.17661775854397
366,204,87,96,0,False,20.107389196893696
367,157,90,94,0,False,10.336469914874625
368,296,67,72,0,False,14.469321445071305
369,204,81,92,0,False,12.583452006153214
370,44,22,20,0,False,11.9748956120816
371,13,8,8,0,False,2.5768971491396266
372,44,14,13,0,False,5.235578067828857
373,216,86,103,0,False,13.192277027077047
374,92,56,52,0,False,12.148028081138184
375,208,100,136,0,False,23.510325138220797
376,162,82,87,0,False,15.37377556004754
377,89,47,54,0,False,15.873245087146865
378,189,65,71,0,False,16.18530809093678
379,51,29,27,0,False,10.21865150941162
380,86,32,44,2,False,6.3034754442293615
381,100,52,53,0,False,12.229759655833002
382,197,52,62,0,False,11.599698138082841
383,252,105,119,0,False,22.19779855006198
384,121,29,52,0,False,5.039434780264917
385,15,5,10,0,False,0.12447570053389018
386,27,10,10,1,False,1.2817716995763846
387,199,22,50,0,False,2.5495136181541893
388,127,76,80,0,False,19.993813501024224
389,303,120,140,1,True,18.80912639023327
390,176,81,88,0,False,17.694066994301068
391,188,93,109,0,False,13.635393735558083
392,42,17,16,0,False,5.022312929043913
393,202,51,58,0,False,11.016854881974753
394,40,21,19,0,False,12.033223792712452
395,13,10,9,0,False,2.680487111268543
396,209,96,112,0,False,14.841219739980758
397,233,125,128,0,False,19.173770443735553
398,129,69,79,0,False,15.332459867703514
399,94,60,62,0,False,15.53674151323232
400,69,36,35,0,False,14.542545726528864
401,177,56,79,0,False,14.100961368106772
402,161,58,62,0,False,12.426085585500172
403,62,37,54,2,False,6.387011547376268
404,238,99,103,1,False,23.552549716223886
405,165,60,65,0,False,14.110609766031565
406,171,40,71,0,False,7.541412350892815
407,75,34,34,0,False,8.24222186307426
408,255,25,54,0,False,4.235967642978198
409,1269,5,9,0,False,0.5404875582742102
410,1,1,1,0,False,0.007812490234387208
411,25,11,16,1,False,2.7007291983396136
412,32,22,37,0,False,3.155361661682037
